ServiceDate,ServiceID,TOC,StationCode,PlannedArrivalUTC,ActualArrivalUTC,DelayMinutes,RightTimeFlag,To3Flag,To5Flag,CancelledFlag
2024-07-18,S2407180077,GWR,INV,2024-07-18T19:27:00,2024-07-18T19:28:00,1.0,0,1,1,0
2024-07-18,S2407180078,LNER,DHM,2024-07-18T20:09:00,2024-07-18T20:09:00,0.0,1,1,1,0
2024-07-18,S2407180079,AVT,SHE,2024-07-18T06:38:00,2024-07-18T06:45:00,7.0,0,0,0,0
2024-07-18,S2407180080,EMR,CDF,2024-07-18T11:54:00,2024-07-18T11:56:00,2.0,0,1,1,0
2024-07-18,S2407180081,LNER,INV,2024-07-18T05:39:00,2024-07-18T05:39:00,0.0,1,1,1,0
2024-07-18,S2407180082,AVT,ABW,2024-07-18T09:13:00,2024-07-18T09:15:00,2.0,0,1,1,0
2024-07-18,S2407180083,EMR,OXF,2024-07-18T13:06:00,2024-07-18T13:06:00,0.0,1,1,1,0
2024-07-18,S2407180084,NTH,OXF,2024-07-18T09:26:00,2024-07-18T09:26:00,0.0,1,1,1,0
2024-07-18,S2407180085,AVT,KGX,2024-07-18T19:53:00,2024-07-18T19:56:00,3.0,0,1,1,0
2024-07-18,S2407180086,TLK,LDS,2024-07-18T18:11:00,2024-07-18T18:13:00,2.0,0,1,1,0
2024-07-18,S2407180087,LNER,YRK,2024-07-18T05:12:00,2024-07-18T05:12:00,0.0,1,1,1,0
2024-07-18,S2407180088,NTH,NOT,2024-07-18T19:37:00,2024-07-18T19:40:00,3.0,0,1,1,0
2024-07-18,S2407180089,AVT,CAM,2024-07-18T10:48:00,2024-07-18T10:48:00,0.0,1,1,1,0
2024-07-18,S2407180090,TPE,CDF,2024-07-18T14:58:00,,,0,0,0,1
2024-07-18,S2407180091,AVT,PAD,2024-07-18T17:08:00,2024-07-18T17:10:00,2.0,0,1,1,0
2024-07-18,S2407180092,LNER,KGX,2024-07-18T15:30:00,2024-07-18T15:38:00,8.0,0,0,0,0
2024-07-18,S2407180093,LNER,DHM,2024-07-18T12:13:00,2024-07-18T12:15:00,2.0,0,1,1,0
2024-07-18,S2407180094,AVT,INV,2024-07-18T07:21:00,2024-07-18T07:27:00,6.0,0,0,0,0
2024-07-18,S2407180095,AVT,CAM,2024-07-18T06:55:00,2024-07-18T07:00:00,5.0,0,0,1,0
2024-07-18,S2407180096,GWR,INV,2024-07-18T09:38:00,2024-07-18T09:43:00,5.0,0,0,1,0
2024-07-18,S2407180097,CTL,BNM,2024-07-18T05:12:00,2024-07-18T05:24:00,12.0,0,0,0,0
2024-07-19,S2407190000,GWR,SOU,2024-07-19T08:51:00,2024-07-19T08:54:00,3.0,0,1,1,0
2024-07-19,S2407190001,AVT,CDF,2024-07-19T18:04:00,2024-07-19T18:06:00,2.0,0,1,1,0
2024-07-19,S2407190002,TPE,LDS,2024-07-19T16:15:00,2024-07-19T16:15:00,0.0,1,1,1,0
2024-07-19,S2407190003,LNER,NWI,2024-07-19T21:03:00,2024-07-19T21:03:00,0.0,1,1,1,0
2024-07-19,S2407190004,NTH,ABW,2024-07-19T18:15:00,2024-07-19T18:17:00,2.0,0,1,1,0
2024-07-19,S2407190005,GWR,EDB,2024-07-19T21:03:00,2024-07-19T21:03:00,0.0,1,1,1,0
2024-07-19,S2407190006,AVT,OXF,2024-07-19T06:20:00,2024-07-19T06:26:00,6.0,0,0,0,0
2024-07-19,S2407190007,LNER,RDG,2024-07-19T19:58:00,2024-07-19T19:58:00,0.0,1,1,1,0
2024-07-19,S2407190008,NTH,GLC,2024-07-19T20:18:00,2024-07-19T20:36:00,18.0,0,0,0,0
2024-07-19,S2407190009,TLK,EUS,2024-07-19T17:06:00,2024-07-19T17:08:00,2.0,0,1,1,0
2024-07-19,S2407190010,CTL,RDG,2024-07-19T21:32:00,2024-07-19T21:32:00,0.0,1,1,1,0
2024-07-19,S2407190011,NTH,LIV,2024-07-19T10:54:00,2024-07-19T10:54:00,0.0,1,1,1,0
2024-07-19,S2407190012,LNER,CAM,2024-07-19T22:17:00,2024-07-19T22:21:00,4.0,0,0,1,0
2024-07-19,S2407190013,EMR,DHM,2024-07-19T15:06:00,2024-07-19T15:08:00,2.0,0,1,1,0
2024-07-19,S2407190014,TLK,LDS,2024-07-19T13:22:00,2024-07-19T13:23:00,1.0,0,1,1,0
2024-07-19,S2407190015,LNER,SOU,2024-07-19T23:38:00,2024-07-19T23:39:00,1.0,0,1,1,0
2024-07-19,S2407190016,LNER,LDS,2024-07-19T16:14:00,2024-07-19T16:17:00,3.0,0,1,1,0
2024-07-19,S2407190017,EMR,LIV,2024-07-19T10:31:00,2024-07-19T10:31:00,0.0,1,1,1,0
2024-07-19,S2407190018,TPE,CAM,2024-07-19T21:27:00,2024-07-19T21:27:00,0.0,1,1,1,0
2024-07-19,S2407190019,GWR,CAM,2024-07-19T20:57:00,2024-07-19T20:57:00,0.0,1,1,1,0
2024-07-19,S2407190020,LNER,PMH,2024-07-19T11:11:00,2024-07-19T11:11:00,0.0,1,1,1,0
2024-07-19,S2407190021,TPE,BNM,2024-07-19T19:51:00,2024-07-19T19:55:00,4.0,0,0,1,0
2024-07-19,S2407190022,TPE,PAD,2024-07-19T15:24:00,2024-07-19T15:24:00,0.0,1,1,1,0
2024-07-19,S2407190023,TPE,LIV,2024-07-19T15:13:00,2024-07-19T15:13:00,0.0,1,1,1,0
2024-07-19,S2407190024,GWR,RDG,2024-07-19T10:53:00,2024-07-19T10:53:00,0.0,1,1,1,0
2024-07-19,S2407190025,NTH,NOT,2024-07-19T14:56:00,2024-07-19T14:56:00,0.0,1,1,1,0
2024-07-19,S2407190026,TPE,SOU,2024-07-19T08:05:00,2024-07-19T08:08:00,3.0,0,1,1,0
2024-07-19,S2407190027,GWR,CAM,2024-07-19T20:26:00,2024-07-19T20:28:00,2.0,0,1,1,0
2024-07-19,S2407190028,TPE,BNM,2024-07-19T06:42:00,2024-07-19T06:42:00,0.0,1,1,1,0
2024-07-19,S2407190029,CTL,ABW,2024-07-19T22:14:00,2024-07-19T22:15:00,1.0,0,1,1,0
2024-07-19,S2407190030,EMR,NWI,2024-07-19T13:53:00,2024-07-19T13:53:00,0.0,1,1,1,0
2024-07-19,S2407190031,TPE,CAM,2024-07-19T21:45:00,2024-07-19T21:46:00,1.0,0,1,1,0
2024-07-19,S2407190032,TPE,LIV,2024-07-19T21:05:00,2024-07-19T21:09:00,4.0,0,0,1,0
2024-07-19,S2407190033,NTH,RDG,2024-07-19T17:46:00,2024-07-19T17:48:00,2.0,0,1,1,0
2024-07-19,S2407190034,TLK,YRK,2024-07-19T23:08:00,2024-07-19T23:09:00,1.0,0,1,1,0
2024-07-19,S2407190035,GWR,OXF,2024-07-19T22:11:00,2024-07-19T22:13:00,2.0,0,1,1,0
2024-07-19,S2407190036,AVT,INV,2024-07-19T12:24:00,2024-07-19T12:24:00,0.0,1,1,1,0
2024-07-19,S2407190037,AVT,SHE,2024-07-19T11:56:00,2024-07-19T11:59:00,3.0,0,1,1,0
2024-07-19,S2407190038,EMR,ABW,2024-07-19T08:35:00,2024-07-19T08:39:00,4.0,0,0,1,0
2024-07-19,S2407190039,GWR,ABW,2024-07-19T10:58:00,2024-07-19T10:59:00,1.0,0,1,1,0
2024-07-19,S2407190040,EMR,ABW,2024-07-19T21:37:00,2024-07-19T21:54:00,17.0,0,0,0,0
2024-07-19,S2407190041,AVT,ABW,2024-07-19T07:03:00,2024-07-19T07:24:00,21.0,0,0,0,0
2024-07-19,S2407190042,CTL,INV,2024-07-19T19:42:00,2024-07-19T19:44:00,2.0,0,1,1,0
2024-07-19,S2407190043,EMR,PAD,2024-07-19T06:38:00,2024-07-19T06:38:00,0.0,1,1,1,0
2024-07-19,S2407190044,AVT,SOU,2024-07-19T16:18:00,2024-07-19T16:18:00,0.0,1,1,1,0
2024-07-19,S2407190045,CTL,NCL,2024-07-19T18:10:00,2024-07-19T18:14:00,4.0,0,0,1,0
2024-07-19,S2407190046,LNER,SHE,2024-07-19T17:08:00,2024-07-19T17:30:00,22.0,0,0,0,0
2024-07-19,S2407190047,TPE,ABW,2024-07-19T08:58:00,2024-07-19T09:00:00,2.0,0,1,1,0
2024-07-19,S2407190048,EMR,SOU,2024-07-19T17:22:00,2024-07-19T17:26:00,4.0,0,0,1,0
2024-07-19,S2407190049,TLK,YRK,2024-07-19T06:21:00,2024-07-19T06:23:00,2.0,0,1,1,0
2024-07-19,S2407190050,TLK,PAD,2024-07-19T18:45:00,2024-07-19T18:49:00,4.0,0,0,1,0
2024-07-19,S2407190051,CTL,EUS,2024-07-19T08:21:00,2024-07-19T08:34:00,13.0,0,0,0,0
2024-07-19,S2407190052,TLK,LIV,2024-07-19T13:26:00,2024-07-19T13:26:00,0.0,1,1,1,0
2024-07-19,S2407190053,CTL,NCL,2024-07-19T21:03:00,2024-07-19T21:03:00,0.0,1,1,1,0
2024-07-19,S2407190054,TPE,NCL,2024-07-19T05:51:00,2024-07-19T05:51:00,0.0,1,1,1,0
2024-07-19,S2407190055,NTH,NWI,2024-07-19T09:12:00,2024-07-19T09:14:00,2.0,0,1,1,0
2024-07-19,S2407190056,NTH,EUS,2024-07-19T21:19:00,2024-07-19T21:19:00,0.0,1,1,1,0
2024-07-19,S2407190057,TPE,NCL,2024-07-19T17:09:00,2024-07-19T17:14:00,5.0,0,0,1,0
2024-07-19,S2407190058,AVT,CDF,2024-07-19T05:34:00,2024-07-19T05:41:00,7.0,0,0,0,0
2024-07-19,S2407190059,LNER,RDG,2024-07-19T22:29:00,2024-07-19T22:31:00,2.0,0,1,1,0
2024-07-19,S2407190060,TPE,GLC,2024-07-19T08:05:00,2024-07-19T08:07:00,2.0,0,1,1,0
2024-07-19,S2407190061,NTH,SOU,2024-07-19T21:21:00,2024-07-19T21:26:00,5.0,0,0,1,0
2024-07-19,S2407190062,LNER,CDF,2024-07-19T06:08:00,2024-07-19T06:12:00,4.0,0,0,1,0
2024-07-19,S2407190063,TLK,LDS,2024-07-19T14:40:00,2024-07-19T14:41:00,1.0,0,1,1,0
2024-07-19,S2407190064,AVT,ABW,2024-07-19T06:01:00,2024-07-19T06:08:00,7.0,0,0,0,0
2024-07-19,S2407190065,CTL,BNM,2024-07-19T06:49:00,2024-07-19T06:55:00,6.0,0,0,0,0
2024-07-19,S2407190066,TLK,NOT,2024-07-19T19:21:00,2024-07-19T19:24:00,3.0,0,1,1,0
2024-07-19,S2407190067,TLK,BTN,2024-07-19T10:18:00,2024-07-19T10:21:00,3.0,0,1,1,0
2024-07-19,S2407190068,AVT,BRS,2024-07-19T17:13:00,2024-07-19T17:17:00,4.0,0,0,1,0
2024-07-19,S2407190069,GWR,BTN,2024-07-19T10:26:00,2024-07-19T10:29:00,3.0,0,1,1,0
2024-07-19,S2407190070,TPE,LIV,2024-07-19T20:05:00,2024-07-19T20:10:00,5.0,0,0,1,0
2024-07-19,S2407190071,AVT,NOT,2024-07-19T11:39:00,2024-07-19T11:39:00,0.0,1,1,1,0
2024-07-19,S2407190072,LNER,OXF,2024-07-19T22:36:00,2024-07-19T22:37:00,1.0,0,1,1,0
2024-07-19,S2407190073,NTH,DHM,2024-07-19T17:25:00,2024-07-19T17:27:00,2.0,0,1,1,0
2024-07-19,S2407190074,TPE,OXF,2024-07-19T18:06:00,2024-07-19T18:13:00,7.0,0,0,0,0
2024-07-19,S2407190075,NTH,NWI,2024-07-19T08:14:00,2024-07-19T08:18:00,4.0,0,0,1,0
2024-07-19,S2407190076,CTL,PMH,2024-07-19T16:04:00,2024-07-19T16:04:00,0.0,1,1,1,0
2024-07-19,S2407190077,NTH,MAN,2024-07-19T05:45:00,2024-07-19T05:48:00,3.0,0,1,1,0
2024-07-19,S2407190078,GWR,DHM,2024-07-19T09:38:00,2024-07-19T09:38:00,0.0,1,1,1,0
2024-07-19,S2407190079,EMR,EDB,2024-07-19T10:10:00,2024-07-19T10:16:00,6.0,0,0,0,0
2024-07-19,S2407190080,TPE,CAM,2024-07-19T11:50:00,2024-07-19T11:50:00,0.0,1,1,1,0
2024-07-19,S2407190081,EMR,BRS,2024-07-19T15:54:00,2024-07-19T15:56:00,2.0,0,1,1,0
2024-07-19,S2407190082,TLK,GLC,2024-07-19T22:09:00,2024-07-19T22:28:00,19.0,0,0,0,0
2024-07-19,S2407190083,GWR,CDF,2024-07-19T21:32:00,2024-07-19T21:40:00,8.0,0,0,0,0
2024-07-19,S2407190084,TLK,NOT,2024-07-19T21:52:00,2024-07-19T21:52:00,0.0,1,1,1,0
2024-07-19,S2407190085,NTH,NCL,2024-07-19T08:49:00,2024-07-19T08:53:00,4.0,0,0,1,0
2024-07-19,S2407190086,AVT,EDB,2024-07-19T09:34:00,2024-07-19T09:35:00,1.0,0,1,1,0
2024-07-19,S2407190087,TLK,DHM,2024-07-19T21:39:00,2024-07-19T21:39:00,0.0,1,1,1,0
2024-07-19,S2407190088,LNER,YRK,2024-07-19T06:31:00,2024-07-19T06:31:00,0.0,1,1,1,0
2024-07-19,S2407190089,TLK,BRS,2024-07-19T14:42:00,2024-07-19T14:42:00,0.0,1,1,1,0
2024-07-19,S2407190090,TLK,EUS,2024-07-19T11:41:00,2024-07-19T11:48:00,7.0,0,0,0,0
2024-07-19,S2407190091,NTH,RDG,2024-07-19T18:19:00,2024-07-19T18:22:00,3.0,0,1,1,0
2024-07-19,S2407190092,AVT,CAM,2024-07-19T10:16:00,2024-07-19T10:20:00,4.0,0,0,1,0
2024-07-19,S2407190093,TLK,NOT,2024-07-19T23:31:00,2024-07-19T23:38:00,7.0,0,0,0,0
2024-07-20,S2407200000,NTH,PAD,2024-07-20T13:03:00,2024-07-20T13:08:00,5.0,0,0,1,0
2024-07-20,S2407200001,CTL,EUS,2024-07-20T14:28:00,2024-07-20T14:30:00,2.0,0,1,1,0
2024-07-20,S2407200002,AVT,RDG,2024-07-20T22:49:00,2024-07-20T23:00:00,11.0,0,0,0,0
2024-07-20,S2407200003,EMR,PAD,2024-07-20T16:05:00,2024-07-20T16:06:00,1.0,0,1,1,0
2024-07-20,S2407200004,GWR,RDG,2024-07-20T20:32:00,2024-07-20T20:32:00,0.0,1,1,1,0
2024-07-20,S2407200005,GWR,MAN,2024-07-20T10:39:00,2024-07-20T10:39:00,0.0,1,1,1,0
2024-07-20,S2407200006,TLK,EDB,2024-07-20T14:18:00,2024-07-20T14:18:00,0.0,1,1,1,0
2024-07-20,S2407200007,LNER,GLC,2024-07-20T13:45:00,2024-07-20T13:50:00,5.0,0,0,1,0
2024-07-20,S2407200008,TPE,BRS,2024-07-20T14:21:00,2024-07-20T14:22:00,1.0,0,1,1,0
2024-07-20,S2407200009,GWR,CDF,2024-07-20T12:37:00,2024-07-20T12:38:00,1.0,0,1,1,0
2024-07-20,S2407200010,GWR,DHM,2024-07-20T18:30:00,2024-07-20T18:36:00,6.0,0,0,0,0
2024-07-20,S2407200011,CTL,ABW,2024-07-20T19:50:00,2024-07-20T19:53:00,3.0,0,1,1,0
2024-07-20,S2407200012,EMR,EDB,2024-07-20T23:12:00,2024-07-20T23:15:00,3.0,0,1,1,0
2024-07-20,S2407200013,EMR,NWI,2024-07-20T15:44:00,2024-07-20T15:45:00,1.0,0,1,1,0
2024-07-20,S2407200014,LNER,YRK,2024-07-20T13:27:00,2024-07-20T13:29:00,2.0,0,1,1,0
2024-07-20,S2407200015,NTH,BNM,2024-07-20T08:04:00,2024-07-20T08:13:00,9.0,0,0,0,0
2024-07-20,S2407200016,NTH,CDF,2024-07-20T21:01:00,2024-07-20T21:01:00,0.0,1,1,1,0
2024-07-20,S2407200017,NTH,LIV,2024-07-20T09:44:00,2024-07-20T09:54:00,10.0,0,0,0,0
2024-07-20,S2407200018,TLK,LDS,2024-07-20T07:30:00,2024-07-20T07:33:00,3.0,0,1,1,0
2024-07-20,S2407200019,EMR,CAM,2024-07-20T08:40:00,2024-07-20T08:44:00,4.0,0,0,1,0
2024-07-20,S2407200020,CTL,LDS,2024-07-20T18:03:00,2024-07-20T18:05:00,2.0,0,1,1,0
2024-07-20,S2407200021,LNER,SOU,2024-07-20T15:00:00,2024-07-20T15:00:00,0.0,1,1,1,0
2024-07-20,S2407200022,LNER,NWI,2024-07-20T07:51:00,2024-07-20T07:53:00,2.0,0,1,1,0
2024-07-20,S2407200023,EMR,BRS,2024-07-20T10:19:00,2024-07-20T10:21:00,2.0,0,1,1,0
2024-07-20,S2407200024,TPE,ABW,2024-07-20T16:17:00,2024-07-20T16:17:00,0.0,1,1,1,0
2024-07-20,S2407200025,CTL,YRK,2024-07-20T23:20:00,2024-07-20T23:24:00,4.0,0,0,1,0
2024-07-20,S2407200026,NTH,SHE,2024-07-20T08:51:00,2024-07-20T08:54:00,3.0,0,1,1,0
2024-07-20,S2407200027,GWR,INV,2024-07-20T14:58:00,2024-07-20T14:59:00,1.0,0,1,1,0
2024-07-20,S2407200028,EMR,NWI,2024-07-20T18:53:00,,,0,0,0,1
2024-07-20,S2407200029,EMR,YRK,2024-07-20T08:10:00,2024-07-20T08:13:00,3.0,0,1,1,0
2024-07-20,S2407200030,EMR,EDB,2024-07-20T19:54:00,2024-07-20T20:08:00,14.0,0,0,0,0
2024-07-20,S2407200031,AVT,BRS,2024-07-20T16:02:00,2024-07-20T16:02:00,0.0,1,1,1,0
2024-07-20,S2407200032,GWR,NCL,2024-07-20T17:25:00,2024-07-20T17:27:00,2.0,0,1,1,0
2024-07-20,S2407200033,AVT,NOT,2024-07-20T21:12:00,2024-07-20T21:13:00,1.0,0,1,1,0
2024-07-20,S2407200034,LNER,BTN,2024-07-20T21:25:00,2024-07-20T21:28:00,3.0,0,1,1,0
2024-07-20,S2407200035,AVT,BRS,2024-07-20T15:09:00,2024-07-20T15:10:00,1.0,0,1,1,0
2024-07-20,S2407200036,TPE,EUS,2024-07-20T11:12:00,2024-07-20T11:12:00,0.0,1,1,1,0
2024-07-20,S2407200037,TPE,LDS,2024-07-20T14:00:00,2024-07-20T14:00:00,0.0,1,1,1,0
2024-07-20,S2407200038,EMR,BTN,2024-07-20T13:01:00,2024-07-20T13:03:00,2.0,0,1,1,0
2024-07-20,S2407200039,CTL,YRK,2024-07-20T19:21:00,2024-07-20T19:31:00,10.0,0,0,0,0
2024-07-20,S2407200040,CTL,MAN,2024-07-20T05:09:00,2024-07-20T05:09:00,0.0,1,1,1,0
2024-07-20,S2407200041,CTL,LIV,2024-07-20T19:59:00,2024-07-20T20:02:00,3.0,0,1,1,0
2024-07-20,S2407200042,GWR,LDS,2024-07-20T07:50:00,2024-07-20T07:52:00,2.0,0,1,1,0
2024-07-20,S2407200043,TPE,RDG,2024-07-20T11:52:00,2024-07-20T11:52:00,0.0,1,1,1,0
2024-07-20,S2407200044,TPE,INV,2024-07-20T14:53:00,2024-07-20T14:53:00,0.0,1,1,1,0
2024-07-20,S2407200045,TLK,SOU,2024-07-20T08:46:00,2024-07-20T08:51:00,5.0,0,0,1,0
2024-07-20,S2407200046,NTH,RDG,2024-07-20T08:55:00,2024-07-20T09:01:00,6.0,0,0,0,0
2024-07-20,S2407200047,TLK,CDF,2024-07-20T07:15:00,2024-07-20T07:24:00,9.0,0,0,0,0
2024-07-20,S2407200048,GWR,BRS,2024-07-20T18:32:00,2024-07-20T18:37:00,5.0,0,0,1,0
2024-07-20,S2407200049,LNER,DHM,2024-07-20T09:48:00,2024-07-20T09:49:00,1.0,0,1,1,0
2024-07-20,S2407200050,EMR,PAD,2024-07-20T09:18:00,2024-07-20T09:20:00,2.0,0,1,1,0
2024-07-20,S2407200051,AVT,BTN,2024-07-20T21:01:00,2024-07-20T21:01:00,0.0,1,1,1,0
2024-07-20,S2407200052,NTH,CDF,2024-07-20T19:50:00,2024-07-20T19:55:00,5.0,0,0,1,0
2024-07-20,S2407200053,TLK,CDF,2024-07-20T10:44:00,2024-07-20T10:53:00,9.0,0,0,0,0
2024-07-20,S2407200054,TPE,CAM,2024-07-20T14:17:00,2024-07-20T14:20:00,3.0,0,1,1,0
2024-07-20,S2407200055,EMR,SOU,2024-07-20T10:22:00,2024-07-20T10:24:00,2.0,0,1,1,0
2024-07-20,S2407200056,CTL,EDB,2024-07-20T22:13:00,2024-07-20T22:25:00,12.0,0,0,0,0
2024-07-20,S2407200057,LNER,NCL,2024-07-20T06:19:00,2024-07-20T06:19:00,0.0,1,1,1,0
2024-07-20,S2407200058,TLK,CAM,2024-07-20T09:44:00,2024-07-20T09:45:00,1.0,0,1,1,0
2024-07-20,S2407200059,TPE,PAD,2024-07-20T11:03:00,2024-07-20T11:18:00,15.0,0,0,0,0
2024-07-20,S2407200060,EMR,LIV,2024-07-20T21:38:00,2024-07-20T21:38:00,0.0,1,1,1,0
2024-07-20,S2407200061,EMR,CAM,2024-07-20T16:18:00,2024-07-20T16:18:00,0.0,1,1,1,0
2024-07-20,S2407200062,TPE,NCL,2024-07-20T20:41:00,2024-07-20T20:51:00,10.0,0,0,0,0
2024-07-20,S2407200063,AVT,GLC,2024-07-20T09:54:00,2024-07-20T09:54:00,0.0,1,1,1,0
2024-07-20,S2407200064,GWR,SHE,2024-07-20T15:24:00,2024-07-20T15:25:00,1.0,0,1,1,0
2024-07-20,S2407200065,TPE,MAN,2024-07-20T11:38:00,2024-07-20T11:39:00,1.0,0,1,1,0
2024-07-20,S2407200066,LNER,DHM,2024-07-20T11:34:00,2024-07-20T11:42:00,8.0,0,0,0,0
2024-07-20,S2407200067,EMR,RDG,2024-07-20T05:23:00,2024-07-20T05:23:00,0.0,1,1,1,0
2024-07-20,S2407200068,CTL,GLC,2024-07-20T17:01:00,2024-07-20T17:08:00,7.0,0,0,0,0
2024-07-20,S2407200069,EMR,DHM,2024-07-20T14:21:00,2024-07-20T14:24:00,3.0,0,1,1,0
2024-07-20,S2407200070,GWR,EDB,2024-07-20T17:04:00,2024-07-20T17:06:00,2.0,0,1,1,0
2024-07-20,S2407200071,GWR,MAN,2024-07-20T09:53:00,2024-07-20T09:57:00,4.0,0,0,1,0
2024-07-20,S2407200072,TPE,YRK,2024-07-20T22:43:00,2024-07-20T22:48:00,5.0,0,0,1,0
2024-07-20,S2407200073,LNER,CDF,2024-07-20T08:08:00,2024-07-20T08:10:00,2.0,0,1,1,0
2024-07-20,S2407200074,TLK,DHM,2024-07-20T07:50:00,2024-07-20T07:57:00,7.0,0,0,0,0
2024-07-20,S2407200075,TPE,BNM,2024-07-20T11:13:00,2024-07-20T11:13:00,0.0,1,1,1,0
2024-07-20,S2407200076,AVT,EUS,2024-07-20T20:41:00,2024-07-20T20:41:00,0.0,1,1,1,0
2024-07-20,S2407200077,NTH,EUS,2024-07-20T23:57:00,2024-07-21T00:03:00,6.0,0,0,0,0
2024-07-20,S2407200078,LNER,NWI,2024-07-20T10:46:00,2024-07-20T10:51:00,5.0,0,0,1,0
2024-07-20,S2407200079,CTL,YRK,2024-07-20T17:21:00,2024-07-20T17:23:00,2.0,0,1,1,0
2024-07-20,S2407200080,TPE,CAM,2024-07-20T17:39:00,2024-07-20T17:41:00,2.0,0,1,1,0
2024-07-20,S2407200081,GWR,YRK,2024-07-20T19:37:00,2024-07-20T19:37:00,0.0,1,1,1,0
2024-07-20,S2407200082,NTH,LIV,2024-07-20T21:17:00,2024-07-20T21:17:00,0.0,1,1,1,0
2024-07-20,S2407200083,EMR,DHM,2024-07-20T09:37:00,2024-07-20T09:37:00,0.0,1,1,1,0
2024-07-20,S2407200084,NTH,NWI,2024-07-20T23:31:00,2024-07-20T23:31:00,0.0,1,1,1,0
2024-07-20,S2407200085,EMR,RDG,2024-07-20T11:17:00,2024-07-20T11:17:00,0.0,1,1,1,0
2024-07-21,S2407210000,GWR,GLC,2024-07-21T05:44:00,2024-07-21T05:46:00,2.0,0,1,1,0
2024-07-21,S2407210001,NTH,CAM,2024-07-21T15:50:00,2024-07-21T15:55:00,5.0,0,0,1,0
2024-07-21,S2407210002,LNER,SOU,2024-07-21T12:52:00,2024-07-21T12:52:00,0.0,1,1,1,0
2024-07-21,S2407210003,LNER,GLC,2024-07-21T16:16:00,2024-07-21T16:35:00,19.0,0,0,0,0
2024-07-21,S2407210004,GWR,CAM,2024-07-21T14:47:00,2024-07-21T14:47:00,0.0,1,1,1,0
2024-07-21,S2407210005,NTH,BNM,2024-07-21T07:15:00,2024-07-21T07:17:00,2.0,0,1,1,0
2024-07-21,S2407210006,GWR,BTN,2024-07-21T12:19:00,2024-07-21T12:21:00,2.0,0,1,1,0
2024-07-21,S2407210007,NTH,PMH,2024-07-21T08:42:00,2024-07-21T08:44:00,2.0,0,1,1,0
2024-07-21,S2407210008,LNER,GLC,2024-07-21T15:08:00,2024-07-21T15:08:00,0.0,1,1,1,0
2024-07-21,S2407210009,GWR,ABW,2024-07-21T15:59:00,2024-07-21T16:02:00,3.0,0,1,1,0
2024-07-21,S2407210010,CTL,NWI,2024-07-21T15:46:00,2024-07-21T15:47:00,1.0,0,1,1,0
2024-07-21,S2407210011,NTH,CDF,2024-07-21T18:43:00,2024-07-21T18:45:00,2.0,0,1,1,0
2024-07-21,S2407210012,TLK,NOT,2024-07-21T23:52:00,2024-07-21T23:57:00,5.0,0,0,1,0
2024-07-21,S2407210013,TPE,CAM,2024-07-21T13:10:00,2024-07-21T13:13:00,3.0,0,1,1,0
2024-07-21,S2407210014,NTH,CDF,2024-07-21T22:32:00,2024-07-21T22:37:00,5.0,0,0,1,0
2024-07-21,S2407210015,GWR,BTN,2024-07-21T21:59:00,2024-07-21T22:03:00,4.0,0,0,1,0
2024-07-21,S2407210016,TPE,BTN,2024-07-21T06:58:00,2024-07-21T06:58:00,0.0,1,1,1,0
2024-07-21,S2407210017,GWR,ABW,2024-07-21T07:46:00,2024-07-21T07:48:00,2.0,0,1,1,0
2024-07-21,S2407210018,TPE,LIV,2024-07-21T17:19:00,2024-07-21T17:27:00,8.0,0,0,0,0
2024-07-21,S2407210019,AVT,YRK,2024-07-21T07:29:00,2024-07-21T07:32:00,3.0,0,1,1,0
2024-07-21,S2407210020,TLK,SHE,2024-07-21T22:18:00,2024-07-21T22:18:00,0.0,1,1,1,0
2024-07-21,S2407210021,TLK,PAD,2024-07-21T17:42:00,2024-07-21T17:48:00,6.0,0,0,0,0
2024-07-21,S2407210022,EMR,LDS,2024-07-21T19:36:00,2024-07-21T19:41:00,5.0,0,0,1,0
2024-07-21,S2407210023,LNER,YRK,2024-07-21T08:45:00,2024-07-21T08:47:00,2.0,0,1,1,0
2024-07-21,S2407210024,AVT,NCL,2024-07-21T16:22:00,2024-07-21T16:22:00,0.0,1,1,1,0
2024-07-21,S2407210025,GWR,GLC,2024-07-21T09:05:00,2024-07-21T09:08:00,3.0,0,1,1,0
2024-07-21,S2407210026,GWR,KGX,2024-07-21T17:19:00,2024-07-21T17:25:00,6.0,0,0,0,0
2024-07-21,S2407210027,EMR,BRS,2024-07-21T21:43:00,,,0,0,0,1
2024-07-21,S2407210028,LNER,BRS,2024-07-21T22:01:00,2024-07-21T22:03:00,2.0,0,1,1,0
2024-07-21,S2407210029,TPE,EDB,2024-07-21T23:24:00,2024-07-21T23:43:00,19.0,0,0,0,0
2024-07-21,S2407210030,LNER,GLC,2024-07-21T11:25:00,2024-07-21T11:27:00,2.0,0,1,1,0
2024-07-21,S2407210031,GWR,NWI,2024-07-21T19:43:00,2024-07-21T19:46:00,3.0,0,1,1,0
2024-07-21,S2407210032,AVT,EDB,2024-07-21T16:00:00,2024-07-21T16:02:00,2.0,0,1,1,0
2024-07-21,S2407210033,AVT,CAM,2024-07-21T14:13:00,2024-07-21T14:16:00,3.0,0,1,1,0
2024-07-21,S2407210034,LNER,CDF,2024-07-21T10:24:00,2024-07-21T10:26:00,2.0,0,1,1,0
