ServiceID,DelayType,CauseCategory,MinutesLate
S2406260063,REACTIONARY,SIGNAL,3
S2501070069,PRIMARY,FLEET,3
S2505010004,PRIMARY,FLEET,3
S2505010004,REACTIONARY,WEATHER,8
S2506120000,PRIMARY,FLEET,1
S2506120000,REACTIONARY,FLEET,6
S2406210021,PRIMARY,OPERATIONS,10
S2406210021,REACTIONARY,EXTERNAL,6
S2504190029,PRIMARY,FLEET,6
S2407170074,PRIMARY,POWER,16
S2407170074,REACTIONARY,WEATHER,8
S2504020058,PRIMARY,SIGNAL,15
S2504020058,REACTIONARY,EXTERNAL,1
S2410010039,PRIMARY,OPERATIONS,7
S2410010039,REACTIONARY,OLE,15
S2406300066,PRIMARY,TRACK,4
S2406190047,PRIMARY,WEATHER,1
S2411080035,PRIMARY,TRACK,2
S2411080035,REACTIONARY,WEATHER,4
S2409180042,PRIMARY,FLEET,1
S2409180042,REACTIONARY,POWER,16
S2504300036,PRIMARY,WEATHER,1
S2504300036,REACTIONARY,EXTERNAL,7
S2502120011,PRIMARY,SIGNAL,1
S2501030043,PRIMARY,FLEET,1
S2501030043,REACTIONARY,OPERATIONS,7
S2408170057,PRIMARY,OLE,1
S2506050025,PRIMARY,FLEET,1
S2506050025,REACTIONARY,WEATHER,3
S2503200027,PRIMARY,SIGNAL,9
S2501230050,PRIMARY,OLE,7
S2501230050,REACTIONARY,POWER,6
S2412010050,PRIMARY,FLEET,11
S2412010050,REACTIONARY,TRACK,5
S2506230025,PRIMARY,WEATHER,5
S2506230025,REACTIONARY,FLEET,7
S2505060057,PRIMARY,SIGNAL,7
S2505060057,REACTIONARY,EXTERNAL,10
S2408280040,PRIMARY,SIGNAL,11
S2501040041,PRIMARY,OPERATIONS,9
S2411060056,PRIMARY,WEATHER,7
S2410150036,PRIMARY,EXTERNAL,8
S2409140054,PRIMARY,EXTERNAL,8
S2504210049,PRIMARY,TRACK,17
S2504210049,REACTIONARY,POWER,5
S2501220056,PRIMARY,SIGNAL,14
S2407010017,PRIMARY,SIGNAL,12
S2504010030,PRIMARY,FLEET,9
S2501290002,PRIMARY,TRACK,14
S2501290002,REACTIONARY,POWER,8
S2505110027,PRIMARY,OLE,15
S2505110027,REACTIONARY,TRACK,8
S2411120025,PRIMARY,FLEET,18
S2411120025,REACTIONARY,TRACK,1
S2407140025,PRIMARY,FLEET,5
S2407140025,REACTIONARY,WEATHER,6
S2408170028,PRIMARY,OPERATIONS,1
S2506200093,PRIMARY,FLEET,9
S2501250024,PRIMARY,TRACK,13
S2501250024,REACTIONARY,OPERATIONS,16
S2506040044,PRIMARY,FLEET,8
S2506040044,REACTIONARY,POWER,1
S2410080110,PRIMARY,WEATHER,10
S2410080110,REACTIONARY,OLE,5
S2406010000,PRIMARY,OPERATIONS,6
S2506210054,PRIMARY,OLE,7
S2506210054,REACTIONARY,POWER,5
S2406010009,PRIMARY,FLEET,7
S2406010009,REACTIONARY,WEATHER,9
S2506130000,PRIMARY,SIGNAL,9
S2503230038,PRIMARY,POWER,9
S2503230038,REACTIONARY,POWER,3
S2407100027,PRIMARY,TRACK,14
S2503290014,PRIMARY,SIGNAL,9
S2410210012,PRIMARY,FLEET,20
S2410210012,REACTIONARY,TRACK,1
S2411150049,PRIMARY,TRACK,9
S2411150049,REACTIONARY,OLE,15
S2408030032,PRIMARY,TRACK,1
S2502040024,PRIMARY,TRACK,4
S2407160076,PRIMARY,TRACK,4
S2502260004,PRIMARY,WEATHER,7
S2506210063,PRIMARY,OPERATIONS,8
S2506210063,REACTIONARY,FLEET,6
S2502080052,PRIMARY,SIGNAL,3
S2502080052,REACTIONARY,WEATHER,10
S2406250041,PRIMARY,SIGNAL,6
S2505120059,PRIMARY,FLEET,10
S2506040026,PRIMARY,WEATHER,4
S2406190070,PRIMARY,FLEET,9
S2406190070,REACTIONARY,FLEET,1
S2410080006,PRIMARY,OPERATIONS,7
S2410080006,REACTIONARY,SIGNAL,1
S2408060026,PRIMARY,TRACK,11
S2408060026,REACTIONARY,EXTERNAL,7
S2504300032,PRIMARY,SIGNAL,3
S2412190017,PRIMARY,FLEET,5
S2411240027,PRIMARY,SIGNAL,1
S2408190063,PRIMARY,TRACK,9
S2408190063,REACTIONARY,OLE,4
S2407250018,PRIMARY,FLEET,10
S2407250018,REACTIONARY,OLE,1
S2412020033,PRIMARY,TRACK,9
S2501230014,PRIMARY,TRACK,3
S2411190049,PRIMARY,WEATHER,9
S2411190049,REACTIONARY,EXTERNAL,7
S2502120053,PRIMARY,FLEET,9
S2502260072,PRIMARY,POWER,6
S2502260072,REACTIONARY,OLE,1
S2407220032,PRIMARY,SIGNAL,7
S2409110047,PRIMARY,TRACK,8
S2504250008,PRIMARY,FLEET,13
S2501220021,PRIMARY,FLEET,3
S2503030004,PRIMARY,FLEET,21
S2503030004,REACTIONARY,TRACK,1
S2408180007,PRIMARY,OPERATIONS,1
S2408180007,REACTIONARY,SIGNAL,9
S2506030058,PRIMARY,OPERATIONS,12
S2506030058,REACTIONARY,POWER,6
S2412110066,PRIMARY,SIGNAL,9
S2412110066,REACTIONARY,OLE,5
S2412150085,PRIMARY,OPERATIONS,1
S2506030060,PRIMARY,OPERATIONS,9
S2506030060,REACTIONARY,OPERATIONS,8
S2409200068,PRIMARY,TRACK,17
S2409200068,REACTIONARY,FLEET,4
S2406300097,PRIMARY,SIGNAL,4
S2406300097,REACTIONARY,OLE,1
S2505170002,PRIMARY,FLEET,1
S2505170002,REACTIONARY,POWER,9
S2501200066,PRIMARY,SIGNAL,1
S2501200066,REACTIONARY,TRACK,1
S2501070078,PRIMARY,OPERATIONS,15
S2501070078,REACTIONARY,SIGNAL,1
S2409130040,PRIMARY,OLE,11
S2506250064,PRIMARY,FLEET,2
S2506250064,REACTIONARY,OPERATIONS,1
S2501220040,PRIMARY,TRACK,19
S2501110035,PRIMARY,FLEET,1
S2408010061,PRIMARY,OLE,15
S2408010061,REACTIONARY,SIGNAL,6
S2504210057,PRIMARY,SIGNAL,2
S2505030037,PRIMARY,WEATHER,6
S2406080069,PRIMARY,TRACK,14
S2406300004,PRIMARY,SIGNAL,7
S2406300004,REACTIONARY,OLE,1
S2409090008,PRIMARY,OLE,1
S2409090008,REACTIONARY,WEATHER,3
S2407240070,PRIMARY,FLEET,1
S2503260034,PRIMARY,WEATHER,8
S2503260034,REACTIONARY,WEATHER,8
S2502170080,PRIMARY,SIGNAL,13
S2501040053,PRIMARY,FLEET,6
S2501040053,REACTIONARY,OLE,1
S2501250095,PRIMARY,SIGNAL,8
S2504160086,PRIMARY,OLE,6
S2504160086,REACTIONARY,TRACK,11
S2408310016,PRIMARY,WEATHER,7
S2408310016,REACTIONARY,POWER,8
S2406190042,PRIMARY,WEATHER,2
S2406190042,REACTIONARY,FLEET,3
S2502270020,PRIMARY,TRACK,15
S2502270020,REACTIONARY,SIGNAL,1
S2506160003,PRIMARY,OPERATIONS,5
S2506160003,REACTIONARY,FLEET,1
S2502050013,PRIMARY,OLE,9
S2502050013,REACTIONARY,SIGNAL,7
S2406040057,PRIMARY,FLEET,1
S2502200020,PRIMARY,TRACK,5
S2502200020,REACTIONARY,EXTERNAL,11
S2502280007,PRIMARY,SIGNAL,6
S2501270001,PRIMARY,SIGNAL,1
S2501270001,REACTIONARY,TRACK,3
S2411230028,PRIMARY,WEATHER,5
S2411230028,REACTIONARY,SIGNAL,2
S2501150006,PRIMARY,WEATHER,8
S2407080088,PRIMARY,SIGNAL,11
S2408280039,PRIMARY,FLEET,9
S2408280039,REACTIONARY,OPERATIONS,1
S2502050048,PRIMARY,OLE,1
S2504150056,PRIMARY,POWER,2
S2407210057,PRIMARY,OLE,22
S2407210057,REACTIONARY,WEATHER,1
S2504080044,PRIMARY,SIGNAL,7
S2504080044,REACTIONARY,POWER,8
S2412260029,PRIMARY,WEATHER,11
S2412260029,REACTIONARY,OPERATIONS,7
S2411130008,PRIMARY,OLE,4
S2501110007,PRIMARY,TRACK,8
S2504140023,PRIMARY,FLEET,13
S2504190105,PRIMARY,OPERATIONS,6
S2411250054,PRIMARY,FLEET,3
S2411250054,REACTIONARY,WEATHER,5
S2411070058,PRIMARY,SIGNAL,1
S2411170057,PRIMARY,SIGNAL,9
S2411170057,REACTIONARY,OLE,8
S2409050032,PRIMARY,SIGNAL,12
S2410130051,PRIMARY,EXTERNAL,1
S2410240081,PRIMARY,FLEET,7
S2410240081,REACTIONARY,OPERATIONS,2
S2503130107,PRIMARY,TRACK,5
S2503130107,REACTIONARY,OPERATIONS,4
S2409160021,PRIMARY,OPERATIONS,5
S2502150002,PRIMARY,FLEET,10
S2502150002,REACTIONARY,EXTERNAL,5
S2406290079,PRIMARY,SIGNAL,9
S2406290079,REACTIONARY,TRACK,11
S2406220035,PRIMARY,TRACK,10
S2503130077,PRIMARY,POWER,18
S2503130077,REACTIONARY,TRACK,14
S2412230041,PRIMARY,SIGNAL,1
S2407260011,PRIMARY,FLEET,8
S2407260011,REACTIONARY,POWER,5
S2506110021,PRIMARY,OLE,5
S2506110021,REACTIONARY,OPERATIONS,2
S2503310014,PRIMARY,TRACK,13
S2503310014,REACTIONARY,TRACK,8
S2505180051,PRIMARY,TRACK,15
S2503010016,PRIMARY,TRACK,9
S2410150006,PRIMARY,SIGNAL,8
S2407020002,PRIMARY,TRACK,8
S2407020002,REACTIONARY,SIGNAL,1
S2407240049,PRIMARY,OPERATIONS,16
S2407240049,REACTIONARY,SIGNAL,13
S2412170003,PRIMARY,SIGNAL,1
S2502020002,PRIMARY,TRACK,10
S2506060007,PRIMARY,FLEET,15
S2506060007,REACTIONARY,FLEET,6
S2408090014,PRIMARY,SIGNAL,10
S2411230032,PRIMARY,EXTERNAL,7
S2411230032,REACTIONARY,EXTERNAL,8
S2504010060,PRIMARY,OPERATIONS,9
S2408200027,PRIMARY,WEATHER,6
S2411300023,PRIMARY,SIGNAL,9
S2411300023,REACTIONARY,OPERATIONS,4
S2409090039,PRIMARY,FLEET,13
S2501230078,PRIMARY,TRACK,16
S2501230078,REACTIONARY,SIGNAL,6
S2505260019,PRIMARY,FLEET,11
S2409040042,PRIMARY,FLEET,5
S2409040042,REACTIONARY,POWER,6
S2504020073,PRIMARY,FLEET,5
S2505090003,PRIMARY,FLEET,2
S2505090003,REACTIONARY,FLEET,1
S2411210001,PRIMARY,SIGNAL,2
S2411210001,REACTIONARY,SIGNAL,1
S2412070087,PRIMARY,TRACK,4
S2412070087,REACTIONARY,OLE,6
S2411270066,PRIMARY,SIGNAL,15
S2411020019,PRIMARY,WEATHER,7
S2411020019,REACTIONARY,FLEET,4
S2506170054,PRIMARY,OPERATIONS,10
S2406090000,PRIMARY,TRACK,7
S2406090000,REACTIONARY,SIGNAL,9
S2504300029,PRIMARY,SIGNAL,1
S2411220002,PRIMARY,EXTERNAL,1
S2411220002,REACTIONARY,OLE,1
S2408100092,PRIMARY,WEATHER,5
S2504210015,PRIMARY,SIGNAL,10
S2504210015,REACTIONARY,EXTERNAL,1
S2410120073,PRIMARY,FLEET,7
S2412290012,PRIMARY,SIGNAL,6
S2412290012,REACTIONARY,TRACK,13
S2412130030,PRIMARY,POWER,5
S2412130030,REACTIONARY,OPERATIONS,5
S2412130111,PRIMARY,OPERATIONS,9
S2503250071,PRIMARY,OLE,5
S2410130070,PRIMARY,OLE,11
S2406190019,PRIMARY,OPERATIONS,6
S2506130030,PRIMARY,OLE,13
S2408300021,PRIMARY,SIGNAL,11
S2408300021,REACTIONARY,OPERATIONS,3
S2506190048,PRIMARY,SIGNAL,4
S2407040038,PRIMARY,TRACK,7
S2410120113,PRIMARY,FLEET,1
S2506060061,PRIMARY,OPERATIONS,3
S2506060061,REACTIONARY,OLE,8
S2503240032,PRIMARY,OLE,1
S2503240032,REACTIONARY,POWER,3
S2406030058,PRIMARY,EXTERNAL,9
S2408160055,PRIMARY,SIGNAL,1
S2504290083,PRIMARY,OPERATIONS,11
S2504290083,REACTIONARY,EXTERNAL,4
S2506120087,PRIMARY,TRACK,4
S2407300016,PRIMARY,OLE,4
S2407300016,REACTIONARY,POWER,2
S2504290021,PRIMARY,SIGNAL,16
S2412220005,PRIMARY,SIGNAL,9
S2412220005,REACTIONARY,FLEET,1
S2412130056,PRIMARY,TRACK,4
S2506050004,PRIMARY,TRACK,11
S2411220024,PRIMARY,TRACK,1
S2410270005,PRIMARY,OPERATIONS,9
S2409110019,PRIMARY,WEATHER,9
S2410110086,PRIMARY,SIGNAL,5
S2410110086,REACTIONARY,OPERATIONS,7
S2406050009,PRIMARY,OLE,1
S2409010027,PRIMARY,EXTERNAL,2
S2406200078,PRIMARY,SIGNAL,16
S2406200078,REACTIONARY,FLEET,2
S2406270039,PRIMARY,SIGNAL,5
S2505240052,PRIMARY,TRACK,6
S2407240022,PRIMARY,FLEET,11
S2407300003,PRIMARY,TRACK,12
S2407300003,REACTIONARY,WEATHER,7
S2501270020,PRIMARY,FLEET,1
S2503100027,PRIMARY,TRACK,15
S2503100027,REACTIONARY,SIGNAL,1
S2501270005,PRIMARY,POWER,4
S2408120064,PRIMARY,TRACK,11
S2408120064,REACTIONARY,OPERATIONS,4
S2503010041,PRIMARY,OPERATIONS,6
S2503010041,REACTIONARY,POWER,2
S2407140061,PRIMARY,OLE,12
S2407140061,REACTIONARY,POWER,1
S2407150048,PRIMARY,TRACK,3
S2501130005,PRIMARY,TRACK,2
S2411190039,PRIMARY,OPERATIONS,8
S2412150049,PRIMARY,OPERATIONS,3
S2412150049,REACTIONARY,FLEET,1
S2503070028,PRIMARY,OPERATIONS,7
S2503070028,REACTIONARY,POWER,4
S2412070000,PRIMARY,OLE,15
S2412070000,REACTIONARY,OLE,1
S2406270034,PRIMARY,OPERATIONS,1
S2406270034,REACTIONARY,WEATHER,4
S2407020087,PRIMARY,OLE,11
S2502110006,PRIMARY,OLE,9
S2502110006,REACTIONARY,WEATHER,7
S2506080082,PRIMARY,SIGNAL,6
S2506080082,REACTIONARY,OLE,14
S2409140085,PRIMARY,TRACK,1
S2412120055,PRIMARY,EXTERNAL,1
S2412120055,REACTIONARY,OLE,1
S2501010060,PRIMARY,OPERATIONS,3
S2503290044,PRIMARY,SIGNAL,7
S2506150036,PRIMARY,SIGNAL,10
S2506150036,REACTIONARY,POWER,14
S2406080098,PRIMARY,TRACK,8
S2406080098,REACTIONARY,OLE,4
S2411260022,PRIMARY,OPERATIONS,12
S2411260022,REACTIONARY,WEATHER,7
S2406070059,PRIMARY,SIGNAL,1
S2406070059,REACTIONARY,FLEET,7
S2501080037,PRIMARY,FLEET,1
S2411240042,PRIMARY,FLEET,10
S2411240042,REACTIONARY,TRACK,7
S2504050074,PRIMARY,OLE,12
S2504050074,REACTIONARY,EXTERNAL,8
S2411260046,PRIMARY,SIGNAL,1
S2411260046,REACTIONARY,OLE,3
S2407210062,PRIMARY,WEATHER,9
S2503210023,PRIMARY,OLE,8
S2408250027,PRIMARY,TRACK,10
S2408250027,REACTIONARY,POWER,10
S2503070007,PRIMARY,OLE,8
S2410040083,PRIMARY,OPERATIONS,1
S2505130044,PRIMARY,SIGNAL,1
S2505130044,REACTIONARY,TRACK,8
S2409050064,PRIMARY,TRACK,13
S2409050064,REACTIONARY,TRACK,1
S2408140044,PRIMARY,TRACK,8
S2408140044,REACTIONARY,TRACK,10
S2412120030,PRIMARY,FLEET,6
S2505250050,PRIMARY,SIGNAL,7
S2503130075,PRIMARY,SIGNAL,10
S2410130053,PRIMARY,OPERATIONS,14
S2410270029,PRIMARY,FLEET,1
S2502020013,PRIMARY,TRACK,15
S2503180102,PRIMARY,SIGNAL,18
S2504180014,PRIMARY,WEATHER,4
S2408120010,PRIMARY,WEATHER,9
S2505060015,PRIMARY,FLEET,1
S2412020051,PRIMARY,TRACK,20
S2409020060,PRIMARY,TRACK,6
S2504140095,PRIMARY,SIGNAL,1
S2412120005,PRIMARY,TRACK,28
S2412270010,PRIMARY,FLEET,1
S2412270010,REACTIONARY,TRACK,10
S2501250015,PRIMARY,OPERATIONS,2
S2503230076,PRIMARY,OPERATIONS,11
S2408190002,PRIMARY,OLE,17
S2407170020,PRIMARY,SIGNAL,1
S2411280067,PRIMARY,OPERATIONS,5
S2409140077,PRIMARY,SIGNAL,3
S2409140077,REACTIONARY,OPERATIONS,10
S2409260061,PRIMARY,OPERATIONS,10
S2409260061,REACTIONARY,TRACK,1
S2407240071,PRIMARY,FLEET,2
S2407240071,REACTIONARY,OLE,1
S2408170008,PRIMARY,TRACK,1
S2504160045,PRIMARY,OPERATIONS,15
S2503140009,PRIMARY,TRACK,9
S2503140009,REACTIONARY,FLEET,5
S2503240030,PRIMARY,FLEET,17
S2503240030,REACTIONARY,WEATHER,5
S2406040061,PRIMARY,SIGNAL,14
S2406040061,REACTIONARY,EXTERNAL,5
S2506100003,PRIMARY,FLEET,7
S2409290022,PRIMARY,SIGNAL,4
S2409290022,REACTIONARY,WEATHER,1
S2504050046,PRIMARY,SIGNAL,10
S2406230045,PRIMARY,OPERATIONS,5
S2410240052,PRIMARY,OPERATIONS,5
S2407110089,PRIMARY,OPERATIONS,9
S2406100025,PRIMARY,TRACK,9
S2506170114,PRIMARY,POWER,3
S2506230080,PRIMARY,TRACK,9
S2410010064,PRIMARY,FLEET,13
S2504240039,PRIMARY,FLEET,6
S2504240039,REACTIONARY,OPERATIONS,13
S2410080040,PRIMARY,FLEET,8
S2406140031,PRIMARY,TRACK,1
S2505150033,PRIMARY,SIGNAL,4
S2504190064,PRIMARY,FLEET,8
S2504190064,REACTIONARY,EXTERNAL,4
S2504230061,PRIMARY,OPERATIONS,3
S2504230061,REACTIONARY,WEATHER,1
S2406090051,PRIMARY,TRACK,1
S2406090051,REACTIONARY,SIGNAL,18
S2410230086,PRIMARY,TRACK,8
S2411030037,PRIMARY,FLEET,1
S2411030037,REACTIONARY,OLE,6
S2502220068,PRIMARY,FLEET,11
S2407110036,PRIMARY,OPERATIONS,19
S2502270034,PRIMARY,FLEET,12
S2502270034,REACTIONARY,OPERATIONS,2
S2502010132,PRIMARY,OPERATIONS,17
S2411030016,PRIMARY,FLEET,1
S2504280072,PRIMARY,SIGNAL,5
S2410140021,PRIMARY,TRACK,12
S2410270059,PRIMARY,TRACK,8
S2410270059,REACTIONARY,POWER,1
S2504050075,PRIMARY,TRACK,16
S2505190050,PRIMARY,SIGNAL,8
S2501050094,PRIMARY,EXTERNAL,6
S2502010003,PRIMARY,OPERATIONS,12
S2501130029,PRIMARY,OPERATIONS,1
S2501130029,REACTIONARY,POWER,7
S2505260006,PRIMARY,TRACK,11
S2505260006,REACTIONARY,WEATHER,10
S2501130087,PRIMARY,EXTERNAL,1
S2501130087,REACTIONARY,WEATHER,1
S2411120007,PRIMARY,OPERATIONS,8
S2501090039,PRIMARY,SIGNAL,6
S2409180064,PRIMARY,EXTERNAL,1
S2409180064,REACTIONARY,WEATHER,11
S2411020069,PRIMARY,OLE,1
S2406040052,PRIMARY,TRACK,14
S2407220028,PRIMARY,FLEET,20
S2407220028,REACTIONARY,FLEET,8
S2409070056,PRIMARY,SIGNAL,2
S2504130013,PRIMARY,SIGNAL,6
S2504300058,PRIMARY,WEATHER,8
S2504300058,REACTIONARY,TRACK,1
S2407170042,PRIMARY,SIGNAL,2
S2505150021,PRIMARY,OPERATIONS,16
S2505150021,REACTIONARY,OLE,1
S2408100019,PRIMARY,POWER,4
S2408100019,REACTIONARY,SIGNAL,5
S2506230054,PRIMARY,FLEET,29
S2501270031,PRIMARY,OPERATIONS,10
S2407060062,PRIMARY,FLEET,13
S2407060062,REACTIONARY,OPERATIONS,1
S2409080044,PRIMARY,OPERATIONS,3
S2409080044,REACTIONARY,TRACK,2
S2407180093,PRIMARY,OPERATIONS,1
S2501260074,PRIMARY,OPERATIONS,1
S2407250032,PRIMARY,TRACK,4
S2407250032,REACTIONARY,SIGNAL,9
S2501160055,PRIMARY,OPERATIONS,4
S2501160055,REACTIONARY,FLEET,1
S2504120024,PRIMARY,OPERATIONS,13
S2504120024,REACTIONARY,WEATHER,1
S2503280080,PRIMARY,OPERATIONS,8
S2503280080,REACTIONARY,POWER,1
S2506070049,PRIMARY,FLEET,2
S2506070049,REACTIONARY,OPERATIONS,6
S2506230059,PRIMARY,OLE,9
S2506230059,REACTIONARY,SIGNAL,13
S2409020053,PRIMARY,SIGNAL,2
S2409020053,REACTIONARY,OLE,10
S2406300022,PRIMARY,TRACK,12
S2412120018,PRIMARY,OPERATIONS,11
S2410230053,PRIMARY,EXTERNAL,10
S2505020067,PRIMARY,WEATHER,4
S2505020067,REACTIONARY,OPERATIONS,4
S2411130074,PRIMARY,OLE,5
S2407260023,PRIMARY,WEATHER,1
S2409250025,PRIMARY,FLEET,5
S2501250026,PRIMARY,FLEET,1
S2501250026,REACTIONARY,EXTERNAL,1
S2505220063,PRIMARY,SIGNAL,5
S2506170049,PRIMARY,WEATHER,1
S2407270069,PRIMARY,OPERATIONS,10
S2506280060,PRIMARY,WEATHER,1
S2506280060,REACTIONARY,OPERATIONS,1
S2505110084,PRIMARY,SIGNAL,1
S2505110084,REACTIONARY,EXTERNAL,1
S2406220065,PRIMARY,OLE,11
S2506240018,PRIMARY,OPERATIONS,8
S2506240018,REACTIONARY,WEATHER,8
S2411220043,PRIMARY,TRACK,16
S2412100039,PRIMARY,OPERATIONS,6
S2406260107,PRIMARY,FLEET,5
S2410080037,PRIMARY,FLEET,6
S2503080080,PRIMARY,OLE,14
S2503080080,REACTIONARY,TRACK,7
S2407180019,PRIMARY,SIGNAL,17
S2408300004,PRIMARY,FLEET,4
S2408300004,REACTIONARY,EXTERNAL,1
S2408050038,PRIMARY,EXTERNAL,1
S2408050038,REACTIONARY,FLEET,4
S2409190022,PRIMARY,OPERATIONS,11
S2504050080,PRIMARY,OPERATIONS,7
S2407090063,PRIMARY,OPERATIONS,23
S2505040043,PRIMARY,WEATHER,18
S2505130035,PRIMARY,EXTERNAL,4
S2505130035,REACTIONARY,WEATHER,9
S2407060008,PRIMARY,WEATHER,15
S2502010035,PRIMARY,SIGNAL,11
S2407300033,PRIMARY,OPERATIONS,6
S2407300033,REACTIONARY,OLE,10
S2411240079,PRIMARY,OPERATIONS,5
S2412010067,PRIMARY,WEATHER,3
S2412010067,REACTIONARY,SIGNAL,11
S2407100038,PRIMARY,OLE,9
S2407100038,REACTIONARY,POWER,8
S2503180026,PRIMARY,TRACK,11
S2503180026,REACTIONARY,SIGNAL,4
S2406030049,PRIMARY,TRACK,7
S2411230044,PRIMARY,OPERATIONS,6
S2406080063,PRIMARY,TRACK,1
S2406080063,REACTIONARY,WEATHER,10
S2410160050,PRIMARY,OPERATIONS,7
S2501130097,PRIMARY,EXTERNAL,13
S2501130097,REACTIONARY,FLEET,5
S2501190028,PRIMARY,FLEET,10
S2506150017,PRIMARY,POWER,3
S2406270101,PRIMARY,FLEET,12
S2407130004,PRIMARY,FLEET,9
S2407250005,PRIMARY,FLEET,6
S2502160052,PRIMARY,OPERATIONS,8
S2409030032,PRIMARY,FLEET,8
S2409030032,REACTIONARY,SIGNAL,11
S2408010059,PRIMARY,FLEET,2
S2407140045,PRIMARY,OPERATIONS,2
S2501120097,PRIMARY,SIGNAL,6
S2412040014,PRIMARY,OPERATIONS,10
S2408040010,PRIMARY,SIGNAL,4
S2410170013,PRIMARY,POWER,16
S2502080009,PRIMARY,TRACK,6
S2406060013,PRIMARY,OLE,7
S2406060013,REACTIONARY,SIGNAL,4
S2503200031,PRIMARY,TRACK,13
S2505040020,PRIMARY,FLEET,1
S2505040020,REACTIONARY,POWER,7
S2408050061,PRIMARY,SIGNAL,1
S2412130086,PRIMARY,OLE,3
S2506030044,PRIMARY,FLEET,10
S2504130016,PRIMARY,POWER,3
S2504130016,REACTIONARY,FLEET,1
S2501300023,PRIMARY,OPERATIONS,13
S2501300023,REACTIONARY,OLE,8
S2409170054,PRIMARY,WEATHER,1
S2409170054,REACTIONARY,OLE,2
S2504190098,PRIMARY,OLE,5
S2504190098,REACTIONARY,FLEET,1
S2409230041,PRIMARY,TRACK,13
S2406090080,PRIMARY,FLEET,14
S2411100042,PRIMARY,OLE,3
S2411100042,REACTIONARY,OPERATIONS,3
S2504120049,PRIMARY,FLEET,19
S2504120049,REACTIONARY,SIGNAL,5
S2411030020,PRIMARY,FLEET,9
S2411030020,REACTIONARY,TRACK,8
S2407270025,PRIMARY,TRACK,12
S2407270025,REACTIONARY,SIGNAL,2
S2408080013,PRIMARY,SIGNAL,7
S2408080013,REACTIONARY,OPERATIONS,10
S2409070078,PRIMARY,FLEET,4
S2501060049,PRIMARY,FLEET,11
S2501060049,REACTIONARY,POWER,8
S2410070041,PRIMARY,FLEET,1
S2410070041,REACTIONARY,SIGNAL,1
S2503010034,PRIMARY,TRACK,2
S2411140105,PRIMARY,TRACK,14
S2411140105,REACTIONARY,EXTERNAL,1
S2410150045,PRIMARY,OPERATIONS,15
S2407270008,PRIMARY,OLE,15
S2502200027,PRIMARY,SIGNAL,1
S2504250021,PRIMARY,FLEET,8
S2504250021,REACTIONARY,WEATHER,1
S2502140033,PRIMARY,OPERATIONS,3
S2407120005,PRIMARY,OPERATIONS,15
S2503060082,PRIMARY,SIGNAL,12
S2410160020,PRIMARY,OPERATIONS,1
S2501010039,PRIMARY,OPERATIONS,5
S2503210063,PRIMARY,POWER,12
S2503040062,PRIMARY,FLEET,5
S2501020009,PRIMARY,WEATHER,13
S2505120060,PRIMARY,OPERATIONS,1
S2410020056,PRIMARY,OPERATIONS,4
S2504020060,PRIMARY,SIGNAL,7
S2504020060,REACTIONARY,OLE,11
S2506260028,PRIMARY,FLEET,5
S2506260028,REACTIONARY,OPERATIONS,4
S2406170061,PRIMARY,OPERATIONS,6
S2501130011,PRIMARY,OLE,6
S2501130011,REACTIONARY,TRACK,1
S2412300038,PRIMARY,SIGNAL,1
S2408290025,PRIMARY,OPERATIONS,5
S2408290025,REACTIONARY,WEATHER,3
S2412010046,PRIMARY,EXTERNAL,5
S2412260019,PRIMARY,TRACK,8
S2412260019,REACTIONARY,SIGNAL,5
S2501180065,PRIMARY,SIGNAL,9
S2407170044,PRIMARY,WEATHER,13
S2501170015,PRIMARY,FLEET,8
S2501170015,REACTIONARY,TRACK,8
S2406290050,PRIMARY,TRACK,2
S2406290050,REACTIONARY,SIGNAL,9
S2410270081,PRIMARY,FLEET,11
S2410270081,REACTIONARY,OLE,4
S2505140009,PRIMARY,TRACK,14
S2411040033,PRIMARY,FLEET,14
S2411040033,REACTIONARY,OPERATIONS,4
S2506070044,PRIMARY,OPERATIONS,7
S2502140030,PRIMARY,SIGNAL,9
S2406160022,PRIMARY,SIGNAL,5
S2407270039,PRIMARY,SIGNAL,8
S2410060083,PRIMARY,WEATHER,8
S2501140035,PRIMARY,OPERATIONS,7
S2501290040,PRIMARY,SIGNAL,10
S2503040080,PRIMARY,OLE,8
S2503040080,REACTIONARY,WEATHER,1
S2408210030,PRIMARY,POWER,18
S2408210030,REACTIONARY,WEATHER,8
S2502140051,PRIMARY,OPERATIONS,9
S2502140051,REACTIONARY,OPERATIONS,6
S2409270078,PRIMARY,SIGNAL,9
S2406230076,PRIMARY,TRACK,9
S2505050071,PRIMARY,OLE,3
S2505050071,REACTIONARY,POWER,1
S2505260083,PRIMARY,FLEET,21
S2501140079,PRIMARY,SIGNAL,3
S2501140079,REACTIONARY,FLEET,1
S2503150021,PRIMARY,FLEET,17
S2503150021,REACTIONARY,SIGNAL,1
S2412190062,PRIMARY,SIGNAL,1
S2412190062,REACTIONARY,SIGNAL,1
S2505170014,PRIMARY,OPERATIONS,3
S2505170060,PRIMARY,TRACK,9
S2505170060,REACTIONARY,OLE,10
S2406240036,PRIMARY,SIGNAL,1
S2501260001,PRIMARY,TRACK,1
S2501260001,REACTIONARY,POWER,1
